airbnb_listing_id,ad_name,listing_type,number_of_bedrooms,number_of_bathrooms,number_of_guests,suburb,suburb_key,latitude_analitica,longitude_analitica,star_rating,number_of_reviews,cleaning_fee,is_superhost,is_professional,observacoes_preco,datas_validas,primeira_data_estadia,ultima_data_estadia,diaria_mediana_anunciada,diaria_media_anunciada,diaria_minima_anunciada,diaria_maxima_anunciada,diaria_desvio_padrao,capturas_medias_por_data,capturas_maximas_por_data,antecedencia_mediana_dias,diaria_p25_anunciada,diaria_p75_anunciada,diaria_mediana_dia_util,diaria_mediana_fim_semana,observacoes_fim_semana_percentual,diaria_iqr,dias_intervalo_observado,cobertura_intervalo_percentual,tem_preco_valido,amostra_elegivel_7_datas,amostra_elegivel_14_datas,amostra_elegivel_30_datas,amostra_preco_elegivel
41586617,Aluguel Temporada - Praia de Itapema/SC 🏖,apartamento,3,2.0,6,Centro,centro,-27.10045,-48.61519,5.0,2,180.0,False,False,0,0,,,,,,,,,,,,,,,,,,,False,False,False,False,False
41590719,"Apart Meia Praia c/ Wi-fi, Ar e Rede de proteção",apartamento,2,1.0,6,Meia Praia,meiapraia,-27.14307,-48.59441,4.929999828338623,58,250.0,True,False,73,73,2025-01-14,2025-04-20,400.0,400.9246575342466,250.0,600.0,101.45598632579258,2.3835616438356166,3.0,53.430625,300.0,450.0,400.0,400.0,27.397260273972602,150.0,97.0,75.25773195876289,True,True,True,True,True
41593259,Apto luxo e perfeito a 50 mts da praia,apartamento,2,2.0,4,Meia Praia,meiapraia,-27.13279,-48.60212,0.0,0,250.0,False,False,0,0,,,,,,,,,,,,,,,,,,,False,False,False,False,False
41595813,Apto frente ao mar em Meia Praia.,apartamento,3,2.0,8,Meia Praia,meiapraia,-27.13337,-48.59503,4.800000190734863,10,350.0,False,False,0,0,,,,,,,,,,,,,,,,,,,False,False,False,False,False
41619530,Casa,casa,3,1.0,6,Morretes,morretes,-27.12882,-48.61664,0.0,0,0.0,False,False,0,0,,,,,,,,,,,,,,,,,,,False,False,False,False,False
41634696,Casa a 800 metros da Praia,casa,3,2.0,8,Sertaozinho,sertaozinho,-27.0827,-48.60887,4.590000152587891,22,0.0,False,False,84,84,2025-01-07,2025-04-06,500.0,502.6666666666667,499.0,581.0,15.107114204850431,1.0,1.0,47.895810185185184,500.0,500.0,500.0,500.0,28.57142857142857,0.0,90.0,93.33333333333333,True,True,True,True,True
41635095,Apartamento FRENTE MAR 4 dormitórios e 2 vagas,apartamento,4,3.0,10,Meia Praia,meiapraia,-27.1273,-48.60201,3.0,1,350.0,False,False,0,0,,,,,,,,,,,,,,,,,,,False,False,False,False,False
41658086,Apartamento 3 suítes próximo a praia,apartamento,3,4.0,10,Meia Praia,meiapraia,-27.13219,-48.60826,0.0,0,0.0,False,False,0,0,,,,,,,,,,,,,,,,,,,False,False,False,False,False
41664387,Apartamento compartilhado a 150m da praia,outros,1,1.0,2,Meia Praia,meiapraia,-27.12346,-48.60769,4.989999771118164,142,0.0,True,False,45,45,2025-01-28,2025-04-07,180.0,180.64444444444445,180.0,209.0,4.32306475649959,1.0,1.0,67.38282407407408,180.0,180.0,180.0,180.0,28.888888888888886,0.0,70.0,64.28571428571429,True,True,True,True,True
41676390,Apto aconchegante para 4 ou 6,apartamento,2,2.0,6,Meia Praia,meiapraia,-27.14099,-48.5961,4.949999809265137,20,250.0,False,False,90,90,2025-01-21,2025-04-20,600.0,608.0055544444444,600.0,669.8333,18.144863062810046,2.7,3.0,44.887997685185184,600.0,600.0,600.0,600.0,28.888888888888886,0.0,90.0,100.0,True,True,True,True,True
41677540,"Apartamento amplo, bem localizado! vista mar livre",apartamento,3,2.0,8,Meia Praia,meiapraia,-27.13012,-48.60628,5.0,2,300.0,False,False,0,0,,,,,,,,,,,,,,,,,,,False,False,False,False,False
