airbnb_listing_id,diaria_mediana_anunciada,datas_validas,cenario,ocupacao_assumida,dias_ano,natureza,noites_ocupadas_assumidas,potencial_bruto_anualizado
1100720037663116812,842.0,66,otimista,0.7,365,hipotese_de_sensibilidade,255.49999999999997,215131.0
1100991386372756521,800.0,95,conservador,0.4,365,hipotese_de_sensibilidade,146.0,116800.0
1100991386372756521,800.0,95,base,0.55,365,hipotese_de_sensibilidade,200.75000000000003,160600.0
1100991386372756521,800.0,95,otimista,0.7,365,hipotese_de_sensibilidade,255.49999999999997,204400.0
11044577,378.0,55,conservador,0.4,365,hipotese_de_sensibilidade,146.0,55188.0
11044577,378.0,55,base,0.55,365,hipotese_de_sensibilidade,200.75000000000003,75883.5
11044577,378.0,55,otimista,0.7,365,hipotese_de_sensibilidade,255.49999999999997,96579.0
1111626053814730010,633.0,70,conservador,0.4,365,hipotese_de_sensibilidade,146.0,92418.0
1111626053814730010,633.0,70,base,0.55,365,hipotese_de_sensibilidade,200.75000000000003,127074.75
1111626053814730010,633.0,70,otimista,0.7,365,hipotese_de_sensibilidade,255.49999999999997,161731.5
1124052077567202180,700.0,20,conservador,0.4,365,hipotese_de_sensibilidade,146.0,102200.0
1124052077567202180,700.0,20,base,0.55,365,hipotese_de_sensibilidade,200.75000000000003,140525.0
1124052077567202180,700.0,20,otimista,0.7,365,hipotese_de_sensibilidade,255.49999999999997,178850.0
1125970477826966385,458.0,68,conservador,0.4,365,hipotese_de_sensibilidade,146.0,66868.0
1125970477826966385,458.0,68,base,0.55,365,hipotese_de_sensibilidade,200.75000000000003,91943.5
1125970477826966385,458.0,68,otimista,0.7,365,hipotese_de_sensibilidade,255.49999999999997,117019.0
1131810056799937593,664.0,81,conservador,0.4,365,hipotese_de_sensibilidade,146.0,96944.0
